title,author,publisher,page,language,discount_rate,discounted_price,price,rating,reviews,cover,paper,isbn,date,link,image;
The Murders In The Rue Morgue ,Edgar Allan Poe,KARBON KİTAPLAR,74,İNGİLİZCE,% 50,10.00,20.00,5,15,Karton Kapak,Kitap Kağıdı,9786052194775,2018-07-03,https://www.kitapyurdu.com/kitap/the-murders-in-the-rue-morgue-/467393.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:6465918/wi:100/wh:true;
Şark’tan Haber (Cep Boy) (Tam Metin),Muhammed İkbal,KARBON KİTAPLAR,240,TÜRKÇE,% 44,3.90,7.00,4,7,Karton Kapak,Kitap Kağıdı,9786257678742,2021-01-26,https://www.kitapyurdu.com/kitap/sarktan-haber-cep-boy-tam-metin/570545.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11352705/wi:100/wh:true;
Gönül Hanım (Cep Boy) (Tam Metin),Ahmet Hikmet Müftüoğlu,KARBON KİTAPLAR,144,TÜRKÇE,% 44,3.90,7.00,5,67,Karton Kapak,Kitap Kağıdı,9786057829238,2019-05-24,https://www.kitapyurdu.com/kitap/gonul-hanim-cep-boy-tam-metin/505417.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11447304/wi:100/wh:true;
Operasyon,Selman Kayabaşı,YAKIN PLAN YAYINLARI,272,TÜRKÇE,% 27,20.45,28.00,5,1458,Karton Kapak,Kitap Kağıdı,9786055027216,2014-02-25,https://www.kitapyurdu.com/kitap/operasyon/332264.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:2462281/wi:100/wh:true;
İnsan Ne İle Yaşar,Lev N. Tolstoy,BEYAN ÇOCUK,96,TÜRKÇE,% 29,11.44,16.00,5,60,Karton Kapak,Kitap Kağıdı,9789754734027,2007-03-05,https://www.kitapyurdu.com/kitap/insan-ne-ile-yasar/92005.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:3689818/wi:100/wh:true;
İmkansız Öyküler,Rasim Özdenören,İZ YAYINCILIK,244,TÜRKÇE,% 34,31.68,48.00,5,110,Karton Kapak,Kitap Kağıdı,9789753557443,2017-11-04,https://www.kitapyurdu.com/kitap/imkansiz-oykuler/124861.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1136778/wi:100/wh:true;
Astronot Nine,Nick Ward,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,89,TÜRKÇE,% 35,6.50,10.00,4,31,Karton Kapak,Kitap Kağıdı,9786053602958,2019-05-06,https://www.kitapyurdu.com/kitap/astronot-nine/259574.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:208528/wi:100/wh:true;
Kumdan Salıncak,Hanzade Servi,TUDEM YAYINEVİ,240,TÜRKÇE,% 35,27.82,43.00,5,42,Karton Kapak,Kitap Kağıdı,9786052853450,2016-05-04,https://www.kitapyurdu.com/kitap/kumdan-salincak/305396.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:78758/wi:100/wh:true;
Anadolu’nun Sırları & Kitabü’l Esrar fi Anatolia,Kerim Kuvetli,MAYA KİTAP,240,TÜRKÇE,% 22,40.56,52.00,5,71,Karton Kapak,1. Hm. Kağıt,9786057605078,2019-04-25,https://www.kitapyurdu.com/kitap/anadolunun-sirlari-amp-kitabul-esrar-fi-anatolia/502183.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11354404/wi:100/wh:true;
Doğumun ve Ölümün Gizemi & Benliği Yeniden Tanımlamak,Ramtha,AKAŞA YAYINLARI,261,TÜRKÇE,% 24,36.50,48.00,5,30,Karton Kapak,Kitap Kağıdı,9789756793817,2013-05-29,https://www.kitapyurdu.com/kitap/dogumun-ve-olumun-gizemi-amp-benligi-yeniden-tanimlamak/306199.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:87447/wi:100/wh:true;
Destursuz Bağa Girenler,Orhan Şaik Gökyay,YEDİTEPE YAYINEVİ,496,TÜRKÇE,% 35,42.25,65.00,5,21,Karton Kapak,Kitap Kağıdı,9786052070710,2019-12-31,https://www.kitapyurdu.com/kitap/destursuz-baga-girenler/526956.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10643198/wi:100/wh:true;
Aklın İşlevi,Alfred North Whitehead,FOL KİTAP,120,TÜRKÇE,% 35,14.29,22.00,5,22,Karton Kapak,Kitap Kağıdı,9786056964305,2019-10-25,https://www.kitapyurdu.com/kitap/aklin-islevi/519125.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10091404/wi:100/wh:true;
“Sizi Serbest Bırakmayı Muvafık Bularak Tatlik Ettim!” (Ciltli),Murat Bardakçı,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,272,TÜRKÇE,% 35,35.71,55.00,5,10,Ciltli,1. Hm. Kağıt,9786254052316,2021-02-08,https://www.kitapyurdu.com/kitap/sizi-serbest-birakmayi-muvafik-bularak-tatlik-ettim-ciltli/572038.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11360428/wi:100/wh:true;
Bilimin İcadı- Bilim Devrimi’nin Yeni Bir Tarihi,David Wootton,YAPI KREDİ YAYINLARI,680,TÜRKÇE,% 35,42.21,65.00,5,54,Karton Kapak,Kitap Kağıdı,9789750843808,2019-01-17,https://www.kitapyurdu.com/kitap/bilimin-icadi-bilim-devriminin-yeni-bir-tarihi/489604.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:7820328/wi:100/wh:true;
Cahiliyeden Günümüze Arapça Edebi Metinler ve Çözümlemesi,Prof. Dr. Ali Bulut,M.Ü. İLAHİYAT FAKÜLTESİ VAKFI YAYINLARI,380,ARAPÇA-TÜRKÇE,% 35,45.50,70.00,4,17,Karton Kapak,Kitap Kağıdı,9789755484419,2021-11-23,https://www.kitapyurdu.com/kitap/cahiliyeden-gunumuze-arapca-edebi-metinler-ve-cozumlemesi/437353.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11486846/wi:100/wh:true;
Türklük Müslümanlık ve Osmanlı Mirası (Karton Kapak),Prof. Dr. Halil İnalcık,KIRMIZI YAYINLARI,344,TÜRKÇE,% 24,37.91,49.90,5,64,Karton Kapak,Kitap Kağıdı,9786055411510,2017-12-04,https://www.kitapyurdu.com/kitap/turkluk-muslumanlik-ve-osmanli-mirasi-karton-kapak/349878.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:5029203/wi:100/wh:true;
Serdengeçti Geldi Geçti,Yavuz Bülent Bakiler,YAKIN PLAN YAYINLARI,302,TÜRKÇE,% 35,19.50,30.00,5,67,Karton Kapak,Kitap Kağıdı,9789752487284,2019-02-28,https://www.kitapyurdu.com/kitap/serdengecti-geldi-gecti/495053.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:8197659/wi:100/wh:true;
Levent Kapadokya'da,Mustafa Orakçı,TİMAŞ ÇOCUK YAYINLARI,96,TÜRKÇE,% 29,17.88,25.00,5,91,Karton Kapak,Kuşe Kağıt,9786051148052,2019-08-21,https://www.kitapyurdu.com/kitap/levent-kapadokyada/265446.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11388549/wi:100/wh:true;
Kızılderililer Nasıl Yok Edildi?,Bartolome de Las Casas,ŞULE YAYINLARI,111,TÜRKÇE,% 35,18.20,28.00,4,216,Karton Kapak,Kitap Kağıdı,9789757796244,2019-10-28,https://www.kitapyurdu.com/kitap/kizilderililer-nasil-yok-edildi/5468.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11462831/wi:100/wh:true;
Fetih Sancakları,Ahmet Yılmaz Boyunağa,TİMAŞ GENÇ,192,TÜRKÇE,% 29,21.45,30.00,5,78,Karton Kapak,Kitap Kağıdı,9789753620338,2019-03-26,https://www.kitapyurdu.com/kitap/fetih-sancaklari/17839.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:206067/wi:100/wh:true;
Pıtırcık Pazara Gidiyor,Sempe-Goscinny,CAN ÇOCUK YAYINLARI,96,TÜRKÇE,% 46,16.74,31.00,5,36,Karton Kapak,Kitap Kağıdı,9789755100005,2018-11-08,https://www.kitapyurdu.com/kitap/pitircik-pazara-gidiyor/13623.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11353599/wi:100/wh:true;
Aşk Cephesi,Bahadır Yenişehirlioğlu,TİMAŞ YAYINLARI,280,TÜRKÇE,% 29,35.75,50.00,5,183,Karton Kapak,Kitap Kağıdı,9786050816518,2019-04-24,https://www.kitapyurdu.com/kitap/ask-cephesi/338150.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:4080852/wi:100/wh:true;
Nene Hatun'la Bir Gün / Ünlülerle Bir Gün 2,Mustafa Orakçı,TİMAŞ ÇOCUK YAYINLARI,48,TÜRKÇE,% 29,10.73,15.00,5,64,Karton Kapak,Kitap Kağıdı,9786050821024,2019-03-28,https://www.kitapyurdu.com/kitap/nene-hatunla-bir-gun--unlulerle-bir-gun-2/376856.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1113724/wi:100/wh:true;
Osmanlıca Edebi Metinler ve Arşiv Belgeleri,H. Halit Atlı,HAYRAT VAKFI YAYINLARI,368,TÜRKÇE,% 22,81.90,105.00,5,86,Karton Kapak,Kuşe Kağıt,9786055432478,2014-01-01,https://www.kitapyurdu.com/kitap/osmanlica-edebi-metinler-ve-arsiv-belgeleri/310959.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:299745/wi:100/wh:true;
Aşk Kartları (44 Kart-Kutulu),Tuğçe Işınsu,FENİKS KİTAP,44,TÜRKÇE,% 34,29.70,45.00,3,56,Karton Kapak,Kitap Kağıdı,9786054726301,2017-11-01,https://www.kitapyurdu.com/kitap/ask-kartlari-44-kartkutulu/325004.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11484226/wi:100/wh:true;
Sanayi Çağı,Hans Freyer,DOĞU BATI YAYINLARI,90,TÜRKÇE,% 35,22.10,34.00,5,81,Karton Kapak,Kitap Kağıdı,9786055063184,2018-02-17,https://www.kitapyurdu.com/kitap/sanayi-cagi/351776.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:5462483/wi:100/wh:true;
Kardeşlerimi Arıyorum,Jonas Hassen Khemiri,PEGASUS YAYINLARI,120,TÜRKÇE,% 70,10.50,35.00,4,37,Karton Kapak,Kitap Kağıdı,9786052991084,2017-03-01,https://www.kitapyurdu.com/kitap/kardeslerimi-ariyorum/418018.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:3254617/wi:100/wh:true;
Padişahların Akıl Hocaları,Yavuz Bahadıroğlu,NESİL YAYINLARI,176,TÜRKÇE,% 35,29.25,45.00,5,85,Karton Kapak,Kitap Kağıdı,9786051831008,2018-03-21,https://www.kitapyurdu.com/kitap/padisahlarin-akil-hocalari/395572.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11286215/wi:100/wh:true;
Andersen Masalları,Hans Christian Andersen,CAN ÇOCUK YAYINLARI,184,TÜRKÇE,% 35,24.05,37.00,5,24,Karton Kapak,Kitap Kağıdı,9789750732133,2018-02-26,https://www.kitapyurdu.com/kitap/andersen-masallari/393807.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11473063/wi:100/wh:true;
Kayıktaki Çocuk,Maya Mizuno,TİMAŞ ÇOCUK YAYINLARI,44,TÜRKÇE,% 33,27.00,40.00,5,53,Karton Kapak,Kitap Kağıdı,9786050824414,2018-12-17,https://www.kitapyurdu.com/kitap/kayiktaki-cocuk/415305.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:3047882/wi:100/wh:true;
Allah'ın Güzel İsimleri 2: Kuddüs,Özkan Öze,UĞURBÖCEĞİ YAYINLARI,12,TÜRKÇE,% 32,12.24,18.00,5,63,Karton Kapak,Kitap Kağıdı,9786059548359,2017-02-07,https://www.kitapyurdu.com/kitap/allahin-guzel-isimleri-2-kuddus/416568.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:3142944/wi:100/wh:true;
1963'ten Günümüze Sat Komandoları ve Anılarım,Ali Türkşen,KIRMIZI KEDİ YAYINEVİ,324,TÜRKÇE,% 35,29.25,45.00,5,54,Karton Kapak,Kitap Kağıdı,9786054927487,2020-07-29,https://www.kitapyurdu.com/kitap/1963ten-gunumuze-sat-komandolari-ve-anilarim/344702.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11466651/wi:100/wh:true;
2022 KPSS Genel Yetenek Muhteşem Türkçe Tamamı Çözümlü Soru Bankası,Kolektif,YARGI YAYINEVİ,336,TÜRKÇE,% 48,44.51,86.00,5,7,Karton Kapak,1. Hm. Kağıt,9786254426391,2021-09-06,https://www.kitapyurdu.com/kitap/2022-kpss-genel-yetenek-muhtesem-turkce-tamami-cozumlu-soru-bankasi/591667.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11452833/wi:100/wh:true;
C# Eğitim Kitabı,Murat Yücedağ,DİKEYEKSEN YAYINCILIK,472,TÜRKÇE,% 35,78.32,120.00,4,17,Karton Kapak,Kitap Kağıdı,9786054898664,2021-10-18,https://www.kitapyurdu.com/kitap/c-egitim-kitabi/479195.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11467992/wi:100/wh:true;
Kuşatma ve Fırtına (Ciltli),Leigh Bardugo,MARTI YAYINLARI,496,TÜRKÇE,% 45,54.45,99.00,4,5,Ciltli,Kitap Kağıdı,9786050322286,2021-06-11,https://www.kitapyurdu.com/kitap/kusatma-ve-firtina-ciltli/537740.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11426964/wi:100/wh:true;
Kız Kardeşim Vampir 3 / Yeniden Doğuş,Sienna Mercer,PEGASUS  ÇOCUK YAYINLARI,208,TÜRKÇE,% 42,17.39,29.98,5,38,Karton Kapak,Kitap Kağıdı,9786054456215,2015-05-14,https://www.kitapyurdu.com/kitap/kiz-kardesim-vampir-3--yeniden-dogus/253063.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:14202/wi:100/wh:true;
Serbest Cumhuriyet Fırkası & Nasıl Doğdu, Nasıl Feshedildi?,Ali Fethi Okyar,KETEBE YAYINEVİ,96,TÜRKÇE,% 40,9.60,16.00,5,24,Karton Kapak,Kitap Kağıdı,9786058025981,2019-12-05,https://www.kitapyurdu.com/kitap/serbest-cumhuriyet-firkasi-amp-nasil-dogdu-nasil-feshedildi/523933.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10388357/wi:100/wh:true;
Tıbbu'n Nebevi (Şamua Kağıt),İbn Kayyım El-Cevziyye,KAHRAMAN YAYINLARI,400,TÜRKÇE,% 35,65.00,100.00,5,50,Ciltli,Şamuha Kağıt,9786055284190,2013-06-03,https://www.kitapyurdu.com/kitap/tibbun-nebevi-samua-kagit/306588.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11336903/wi:100/wh:true;
Schelling & Doğa, Özgürlük, Mitoloji,Nicolai Hartmann,FOL KİTAP,104,TÜRKÇE,% 32,12.92,19.00,5,8,Karton Kapak,Kitap Kağıdı,9786257307215,2021-03-08,https://www.kitapyurdu.com/kitap/schelling-amp-doga-ozgurluk-mitoloji/574954.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11380896/wi:100/wh:true;
İslam Hukukuna Entelektüel Bakış,Wael B. Hallaq,PINAR YAYINLARI,216,TÜRKÇE,% 29,26.46,37.00,5,9,Karton Kapak,Kitap Kağıdı,9789753525343,2020-10-13,https://www.kitapyurdu.com/kitap/islam-hukukuna-entelektuel-bakis/558959.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11292836/wi:100/wh:true;
İncir Kuşları (Midi Boy),Sinan Akyüz,ALFA YAYINLARI,310,TÜRKÇE,% 31,13.73,19.90,5,52,Karton Kapak,Kitap Kağıdı,9786051716183,2021-10-27,https://www.kitapyurdu.com/kitap/incir-kuslari-midi-boy/446609.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11303058/wi:100/wh:true;
Altı Şapkalı Düşünme Tekniği,Edward de Bono,REMZİ KİTABEVİ,200,TÜRKÇE,% 34,21.30,32.50,4,24,Karton Kapak,1. Hm. Kağıt,9789751420091,2021-05-31,https://www.kitapyurdu.com/kitap/alti-sapkali-dusunme-teknigi/16766.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11421395/wi:100/wh:true;
Namaz / Bir Tevhid Eylemi,Abdullah Yıldız,PINAR YAYINLARI,208,TÜRKÇE,% 29,19.31,27.00,5,139,Karton Kapak,Kitap Kağıdı,9789753520133,2015-10-01,https://www.kitapyurdu.com/kitap/namaz--bir-tevhid-eylemi/23780.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1122445/wi:100/wh:true;
Baloncuk Kulübü / Bilim Bunu Çözer,Nat Gabriel,TÜBİTAK YAYINLARI,32,TÜRKÇE,% 10,6.30,7.00,5,19,Karton Kapak,1. Hm. Kağıt,9786053122401,2019-12-11,https://www.kitapyurdu.com/kitap/baloncuk-kulubu--bilim-bunu-cozer/524911.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10463053/wi:100/wh:true;
Sudaki Mucize,Masaru Emoto,ARITAN YAYINEVİ,168,TÜRKÇE,% 42,31.90,55.00,5,35,Karton Kapak,1. Hm. Kağıt,9789756060476,2021-02-10,https://www.kitapyurdu.com/kitap/sudaki-mucize/112645.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11362601/wi:100/wh:true;
Oyun Gezegeni / Kral Şakir İlk Okuma Kitabı 3,Varol Yaşaroğlu,EKSİK PARÇA ÇOCUK,32,TÜRKÇE,% 32,21.80,32.00,5,28,Karton Kapak,1. Hm. Kağıt,9786057690357,2020-01-09,https://www.kitapyurdu.com/kitap/oyun-gezegeni--kral-sakir-ilk-okuma-kitabi-3/527464.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10940770/wi:100/wh:true;
İmam-ı Azam Ebu Hanife’nin Eserleri,İmam-ı Azam Ebu Hanife,ŞAMİL YAYINLARI İSTANBUL,576,ARAPÇA-TÜRKÇE,% 45,68.75,125.00,5,17,Ciltli,Şamuha Kağıt,9786057562036,2019-12-03,https://www.kitapyurdu.com/kitap/imami-azam-ebu-hanifenin-eserleri/523957.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10392960/wi:100/wh:true;
 KPSS - ALES - DGS 40 Hikayede Sayısal ve Sözel Mantık Problemleri Tamamı Çözümlü Soru Bankası,Işıl Akgündüz,PELİKAN YAYINLARI,168,TÜRKÇE,% 40,19.47,32.50,5,15,Karton Kapak,1. Hm. Kağıt,9786052268612,2018-11-20,https://www.kitapyurdu.com/kitap/kpss--ales--dgs-40-hikayede-sayisal-ve-sozel-mantik-problemleri-tamami-cozumlu-soru-bankasi/468455.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11265718/wi:100/wh:true;
2. Sınıf Tüm Dersler Soru Bankası,Kolektif,4 ELEMENT YAYINLARI,224,TÜRKÇE,% 42,19.25,32.90,5,18,Karton Kapak,1. Hm. Kağıt,9786059561327,2019-10-23,https://www.kitapyurdu.com/kitap/2-sinif-tum-dersler-soru-bankasi/379448.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10073677/wi:100/wh:true;
İnsancıklar (Rusça) Бедные люди,Fyodor Mihailoviç Dostoyevski,KARBON KİTAPLAR,172,RUSÇA,% 35,17.89,27.52,0,0,Karton Kapak,Kitap Kağıdı,9786057738417,2019-09-20,https://www.kitapyurdu.com/kitap/insanciklar-rusca--/514762.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:9788518/wi:100/wh:true;
Metafiziğe Giriş,Henri Bergson,PİNHAN YAYINCILIK,80,TÜRKÇE,% 40,13.20,22.00,5,25,Karton Kapak,Kitap Kağıdı,9786057768285,2020-09-16,https://www.kitapyurdu.com/kitap/metafizige-giris/555532.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11276947/wi:100/wh:true;
Roma İmparatorluğu'nun Gerileyiş ve Çöküş Tarihi (5. Cilt ),Edward Gibbon,İNDİE KİTAP,496,TÜRKÇE,% 29,54.34,76.00,5,37,Karton Kapak,Kitap Kağıdı,9786050695939,2020-04-27,https://www.kitapyurdu.com/kitap/roma-imparatorlugunun-gerileyis-ve-cokus-tarihi-5-cilt-/539874.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11213772/wi:100/wh:true;
Öklid'in Elemanları,Ali Sinan Sertöz,TÜBİTAK YAYINLARI,692,TÜRKÇE,%0,36.75,36.75,5,20,Karton Kapak,Kitap Kağıdı,9786053123286,2019-05-28,https://www.kitapyurdu.com/kitap/oklidin-elemanlari/505683.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:8922687/wi:100/wh:true;
Buzdan Bahçe,Guy Jones,DOĞAN EGMONT ÇOCUK KİTAPLARI,272,TÜRKÇE,% 19,20.15,25.00,5,10,Karton Kapak,Kitap Kağıdı,9786050967524,2019-11-22,https://www.kitapyurdu.com/kitap/buzdan-bahce/507989.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10305341/wi:100/wh:true;
Değirmen,Sabahattin Ali,KARBON KİTAPLAR,150,TÜRKÇE,% 35,15.60,24.00,4,45,Karton Kapak,Kitap Kağıdı,9786057889171,2019-01-30,https://www.kitapyurdu.com/kitap/degirmen/491395.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:7944581/wi:100/wh:true;
Doğumun Bilgeliği,Başak Kutlu Atay,KURALDIŞI YAYINLARI,272,TÜRKÇE,% 32,26.52,39.00,5,23,Karton Kapak,Kitap Kağıdı,9789752754027,2020-08-25,https://www.kitapyurdu.com/kitap/dogumun-bilgeligi/472191.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:6925098/wi:100/wh:true;
Erkek İçin En İyisi,John O'Farrel,PEGASUS YAYINLARI,304,TÜRKÇE,% 78,10.13,45.00,4,40,Karton Kapak,3. Hm. Kağıt,9786055943875,2009-06-15,https://www.kitapyurdu.com/kitap/erkek-icin-en-iyisi/131596.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:42177/wi:100/wh:true;
Kendini Sevdiğinde Ağırlıklarından Kurtulacaksın,Mehtap Yakut,OKUYAN US YAYIN,152,TÜRKÇE,% 29,28.24,39.50,4,5,Karton Kapak,Kitap Kağıdı,9786257344111,2021-06-21,https://www.kitapyurdu.com/kitap/kendini-sevdiginde-agirliklarindan-kurtulacaksin/585216.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11430658/wi:100/wh:true;
Hallac-ı Mansur-Ene’l Hakk Gizli Öğretisi,Kevser Yeşiltaş,DEMOS YAYINLARI,192,TÜRKÇE,% 27,36.50,50.00,0,0,Karton Kapak,Kitap Kağıdı,9789944387989,2021-01-29,https://www.kitapyurdu.com/kitap/hallaci-mansurenel-hakk-gizli-ogretisi/571069.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11354942/wi:100/wh:true;
Gölge Dünya,Yasemin Aykol,NESİL ÇOCUK YAYINLARI,480,TÜRKÇE,% 40,60.00,100.00,0,0,Karton Kapak,Kitap Kağıdı,9786051833941,2021-02-09,https://www.kitapyurdu.com/kitap/golge-dunya/572239.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11361632/wi:100/wh:true;
Ergenlik ya da Merhaba Hüzün,Talat Parman,YAPI KREDİ YAYINLARI,144,TÜRKÇE,% 34,13.20,20.00,0,0,Karton Kapak,Kitap Kağıdı,9789750849510,2021-04-09,https://www.kitapyurdu.com/kitap/ergenlik-ya-da-merhaba-huzun/577936.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11395874/wi:100/wh:true;
Yeşil Evler - Küçük Mimarlar,Saranne Taylor,TÜBİTAK YAYINLARI,32,TÜRKÇE,%0,15.00,15.00,5,25,Karton Kapak,1. Hm. Kağıt,9786053121787,2018-11-28,https://www.kitapyurdu.com/kitap/yesil-evler--kucuk-mimarlar/484280.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:7506974/wi:100/wh:true;
Şehitler Tepesi,Mustafa Özçelik,NAR ÇOCUK YAYINLARI,144,TÜRKÇE,% 34,23.10,35.00,5,54,Karton Kapak,Kitap Kağıdı,9789944281010,2019-01-08,https://www.kitapyurdu.com/kitap/sehitler-tepesi/91758.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:7797515/wi:100/wh:true;
Nikomedeia ve Hıristiyanlık,Zafer Duygu,DÜŞÜN YAYINCILIK,158,TÜRKÇE,% 31,24.06,35.00,5,37,Karton Kapak,Kitap Kağıdı,9786059304689,2021-01-20,https://www.kitapyurdu.com/kitap/nikomedeia-ve-hiristiyanlik/463963.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11349238/wi:100/wh:true;
Moğolistan Seyahatnamesi 13. Yüzyılda Avrupa’dan Asya’ya Yolculuk (1245-1247),Plano Carpini,KRONİK KİTAP,176,TÜRKÇE,% 34,19.80,30.00,5,168,Karton Kapak,Kitap Kağıdı,9789752430679,2019-04-01,https://www.kitapyurdu.com/kitap/mogolistan-seyahatnamesi-13-yuzyilda-avrupadan-asyaya-yolculuk-12451247/471483.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:6751206/wi:100/wh:true;
Freud Bana Masal Anlatsa,Aydın Parmaksız,BİLGE KÜLTÜR SANAT,208,TÜRKÇE,% 30,18.18,26.00,5,39,Karton Kapak,Kitap Kağıdı,9786059521161,2020-03-03,https://www.kitapyurdu.com/kitap/freud-bana-masal-anlatsa/424736.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11336996/wi:100/wh:true;
Online Kumar ve Cinsellik Bağımlılığı,Mehmet Dinç,KAKNÜS YAYINLARI,112,TÜRKÇE,% 30,17.50,25.00,5,11,Karton Kapak,Kitap Kağıdı,9789752566569,2021-03-29,https://www.kitapyurdu.com/kitap/online-kumar-ve-cinsellik-bagimliligi/577284.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11393277/wi:100/wh:true;
Sırlarla Dolu Konak,Filiz Özdem,YAPI KREDİ YAYINLARI,118,TÜRKÇE,% 35,10.39,16.00,4,111,Karton Kapak,Kitap Kağıdı,9789750823039,2019-08-09,https://www.kitapyurdu.com/kitap/sirlarla-dolu-konak/278075.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:214526/wi:100/wh:true;
Meşe Palamudu Ormanı’ndan Masallar / Kedi Ne Pişirdi? (Kapakçıklı Kitap),Julia Donaldson,BETA KIDS,12,TÜRKÇE,% 30,67.20,96.00,0,0,Ciltli,Kitap Kağıdı,9786052429464,2021-10-30,https://www.kitapyurdu.com/kitap/mese-palamudu-ormanindan-masallar--kedi-ne-pisirdi-kapakcikli-kitap/598303.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11474419/wi:100/wh:true;
Renklerle İnsanları Tanıma Kılavuzu,Oğuz Saygın,KARMA KİTAPLAR,208,TÜRKÇE,% 37,34.79,55.00,4,52,Karton Kapak,Kitap Kağıdı,9786054044801,2018-09-17,https://www.kitapyurdu.com/kitap/renklerle-insanlari-tanima-kilavuzu/295932.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:6974438/wi:100/wh:true;
Nuyageva,Prof. Dr. Nurullah Genç,TİMAŞ YAYINLARI,80,TÜRKÇE,% 30,17.50,25.00,5,16,Karton Kapak,Kitap Kağıdı,9786050832099,2020-01-09,https://www.kitapyurdu.com/kitap/nuyageva/525657.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10517647/wi:100/wh:true;
İnanılmaz Evliya Çelebi ve Tükenmez Kalemi,Nefise Atçakarlar,EĞLENCELİ BİLGİ,168,TÜRKÇE,% 29,25.03,35.00,5,6,Karton Kapak,Kitap Kağıdı,9786050827538,2019-01-08,https://www.kitapyurdu.com/kitap/inanilmaz-evliya-celebi-ve-tukenmez-kalemi/487721.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:7700025/wi:100/wh:true;
